Quantify Compound Summary Report 

Printed Fri Dec 04 12:11:50 2020

Compound 1:  tryptophan

	#	Name	Sample Text	Type	%Dev	Primary Flags	Conc.	Std. Conc	RT	Area	IS Area	Response
107	107	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 8_110	Cal 8	Standard	3.7	bd	0.415	0.400	0.73	8836.794	1686619.500	0.052
108	108	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 7_111	Cal 7	Standard	-0.7	bd	0.795	0.800	0.73	9267.173	1303725.000	0.071
109	109	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 6_112	Cal 6	Standard	2.1	bd	1.633	1.600	0.73	13252.594	1179458.500	0.112
110	110	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 5_113	Cal 5	Standard	4.5	bd	4.178	4.000	0.73	29420.531	1238146.125	0.238
111	111	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 4_114	Cal 4	Standard	3.0	bd	6.177	6.000	0.73	45920.613	1366699.375	0.336
112	112	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 3_115	Cal 3	Standard	1.1	bd	10.106	10.000	0.73	77274.617	1459718.000	0.529
113	113	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 2_116	Cal 2	Standard	2.6	bd	20.514	20.000	0.73	125927.781	1208962.750	1.042
114	114	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 1_117	Cal 1	Standard	1.6	bd	40.650	40.000	0.73	292371.406	1438384.375	2.033
32	32	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 5_35	QC 5	QC	-7.1	bd	1.486	1.600	0.73	18048.727	1716896.500	0.105
44	44	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 2_47	QC 2	QC	5.9	bd	33.885	32.000	0.73	251577.688	1480109.250	1.700
56	56	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 6_59	QC 6	QC	-13.1	MM	0.695	0.800	0.73	12368.122	1868672.250	0.066
68	68	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 4_71	QC 4	QC	-5.7	bd	3.770	4.000	0.73	34952.707	1606721.000	0.218
80	80	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 1_83	QC 1	QC	3676.5	bd	1510.588	40.000	0.72	258235.813	34718.848	74.379
92	92	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 3_95	QC 3	QC	7.8	bd	17.243	16.000	0.73	113879.055	1293168.500	0.881
9	9	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_12	Double Blank	Blank		bb	74.468		0.72	245.844	664.967	3.697
21	21	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_24	Double Blank	Blank		bb	44.064		0.72	125.703	571.196	2.201
33	33	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_36	Double Blank	Blank		bd	116.142		0.73	176.901	307.751	5.748
45	45	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_48	Double Blank	Blank		bb			0.72	225.824		
57	57	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_60	Double Blank	Blank		bb	8.899		0.69	41.252	877.794	0.470
69	69	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_72	Double Blank	Blank		bb			0.71	42.330		
81	81	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_84	Double Blank	Blank		bb			0.72	200.753		
93	93	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_96	Double Blank	Blank		dd	122.512		0.73	191.591	316.068	6.062
105	105	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_108	Double Blank	Blank							30.990	
106	106	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_109	Double Blank	Blank		bd	27.136		0.72	84.432	617.395	1.368
10	10	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00251_CV0013_13	COV00251_CV0013	Analyte		bd	4.050		0.72	16302.136	704729.938	0.231
11	11	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00252_CV0024_14	COV00252_CV0024	Analyte		bb	1.193		0.73	5954.268	656482.875	0.091
12	12	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00253_CV0026_15	COV00253_CV0026	Analyte		bd	2.755		0.72	9965.264	594751.313	0.168
13	13	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00254_CV0001_16	COV00254_CV0001	Analyte		bd	9.113		0.72	28407.221	591244.000	0.480
14	14	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00255_CV0023_17	COV00255_CV0023	Analyte		bd	2.535		0.72	11592.462	739678.750	0.157
15	15	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00256_CV0025_18	COV00256_CV0025	Analyte		bd	3.255		0.72	10725.269	558149.063	0.192
16	16	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00257_CV0010_19	COV00257_CV0010	Analyte		bb	2.902		0.72	13073.748	747842.125	0.175
17	17	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00258_CV0034_20	COV00258_CV0034	Analyte		bd	1.343		0.72	5778.978	589182.688	0.098
18	18	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00259_CV0038_21	COV00259_CV0038	Analyte		bd	3.694		0.72	15592.394	729431.250	0.214
19	19	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00260_CV0040_22	COV00260_CV0040	Analyte		bd	4.030		0.72	15972.618	693458.688	0.230
20	20	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_PLASMA LTR_23	PLASMA LTR	Analyte		bb	3.990		0.72	12650.192	553957.625	0.228
22	22	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00263_CV0045_25	COV00263_CV0045	Analyte		bb	2.582		0.72	8567.735	538622.313	0.159
23	23	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00264_CV0003_26	COV00264_CV0003	Analyte		bb	54.294		0.72	148617.750	549584.125	2.704
24	24	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00265_CV0037_27	COV00265_CV0037	Analyte		bd	2.950		0.72	13115.090	740380.188	0.177
25	25	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00266_CV0039_28	COV00266_CV0039	Analyte		bd	5.261		0.73	17336.631	596002.188	0.291
26	26	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00267_CV0044_29	COV00267_CV0044	Analyte		bd	10.360		0.72	32758.859	604535.813	0.542
27	27	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00268_CV0047_30	COV00268_CV0047	Analyte		bd	5.405		0.72	19656.264	659604.063	0.298
28	28	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00269_CV0048_31	COV00269_CV0048	Analyte		bb	4.639		0.72	14481.021	556382.813	0.260
29	29	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00270_CV0006_32	COV00270_CV0006	Analyte		bd	1.637		0.73	6705.353	595711.750	0.113
30	30	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00271_CV0011_33	COV00271_CV0011	Analyte		bd	1.931		0.72	9712.736	764652.875	0.127
31	31	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00272_CV0046_34	COV00272_CV0046	Analyte		bb	1.598		0.73	8677.599	784352.188	0.111
34	34	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00275_CV0036_37	COV00275_CV0036	Analyte		bb	0.686		0.73	4089.101	622029.125	0.066
35	35	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00276_CV0050_38	COV00276_CV0050	Analyte		bb	1.165		0.72	4944.333	553587.500	0.089
36	36	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00277_CV0001_39	COV00277_CV0001	Analyte		bd	1.686		0.72	8716.013	758342.625	0.115
37	37	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00278_CV0056_40	COV00278_CV0056	Analyte		bd	9.148		0.72	43897.035	910371.188	0.482
38	38	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00279_CV0058_41	COV00279_CV0058	Analyte		bb	4.801		0.73	15122.223	563718.688	0.268
39	39	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00280_CV0059_42	COV00280_CV0059	Analyte		bd	3.795		0.72	16034.135	732908.500	0.219
40	40	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00281_CV0074_43	COV00281_CV0074	Analyte		bb	0.807		0.72	5336.666	744440.500	0.072
41	41	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00282_CV0051_44	COV00282_CV0051	Analyte		bb	4.111		0.72	16542.803	706058.313	0.234
42	42	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00283_CV0060_45	COV00283_CV0060	Analyte		bb	5.624		0.73	20243.516	655653.063	0.309
43	43	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00284_CV0049_46	COV00284_CV0049	Analyte		bb	0.913		0.72	6211.572	807709.813	0.077
46	46	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00287_CV0073_49	COV00287_CV0073	Analyte		bd	4.092		0.72	16481.732	706253.438	0.233
47	47	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00288_CV0064_50	COV00288_CV0064	Analyte		bb	1.758		0.72	8975.462	757526.625	0.118
48	48	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00289_CV0069_51	COV00289_CV0069	Analyte		bd	5.300		0.72	20038.064	684360.938	0.293
49	49	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00290_CV0071_52	COV00290_CV0071	Analyte		bd	4.733		0.73	17101.088	645571.000	0.265
50	50	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00291_CV0072_53	COV00291_CV0072	Analyte		bb	3.552		0.72	15329.255	741241.688	0.207
51	51	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00292_CV0076_54	COV00292_CV0076	Analyte		bb	7.416		0.72	29542.244	744232.438	0.397
52	52	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00293_CV0078_55	COV00293_CV0078	Analyte		bb	0.993		0.73	4393.808	543524.750	0.081
53	53	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00294_CV0082_56	COV00294_CV0082	Analyte		bd	4.545		0.72	17423.488	681486.688	0.256
54	54	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00295_CV0084_57	COV00295_CV0084	Analyte		bb	2.733		0.72	7030.317	422234.906	0.167
55	55	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00296_CV0086_58	COV00296_CV0086	Analyte		bd	0.952		0.72	6506.900	825343.375	0.079
58	58	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00299_CV0085_61	COV00299_CV0085	Analyte		bd	2.982		0.72	12144.442	679495.188	0.179
59	59	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00300_CV0015_62	COV00300_CV0015	Analyte		bd	4.604		0.72	15842.251	612659.250	0.259
60	60	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00301_CV0027_63	COV00301_CV0027	Analyte		bd	3.707		0.72	13275.830	619157.250	0.214
61	61	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00302_CV0032_64	COV00302_CV0032	Analyte		bd	3.133		0.73	15803.257	848774.875	0.186
62	62	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00303_CV0047_65	COV00303_CV0047	Analyte		bd	8.321		0.73	30664.533	694544.938	0.442
63	63	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00304_CV0052_66	COV00304_CV0052	Analyte		bd	5.420		0.72	20959.119	701573.500	0.299
64	64	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00305_CV0057_67	COV00305_CV0057	Analyte		bd	3.047		0.73	14974.533	823063.938	0.182
65	65	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00306_CV0065_68	COV00306_CV0065	Analyte		bb	3.134		0.72	11925.426	640360.375	0.186
66	66	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00307_CV0077_69	COV00307_CV0077	Analyte		bd	2.174		0.72	11102.106	798802.125	0.139
67	67	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00308_CV0080_70	COV00308_CV0080	Analyte		bd	3.345		0.72	16247.987	826407.125	0.197
70	70	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00311_CV0089_73	COV00311_CV0089	Analyte		bd	1.940		0.72	10287.743	807284.938	0.127
71	71	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00312_CV0093_74	COV00312_CV0093	Analyte		bb	2.036		0.72	10466.734	791999.750	0.132
72	72	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00313_CV0094_75	COV00313_CV0094	Analyte		bd	13.956		0.73	59236.500	824053.313	0.719
73	73	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00314_CV0033_76	COV00314_CV0033	Analyte		bb	3.672		0.73	10311.604	484774.375	0.213
74	74	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00315_CV0092_77	COV00315_CV0092	Analyte		bb	9.085		0.72	32027.943	668513.188	0.479
75	75	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00316_CV0102_78	COV00316_CV0102	Analyte		bb	6.926		0.72	28189.457	756040.938	0.373
76	76	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00317_CV0105_79	COV00317_CV0105	Analyte		bb	3.944		0.72	14185.596	627451.750	0.226
77	77	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00318_CV0095_80	COV00318_CV0095	Analyte		bb	2.630		0.72	11784.104	730062.188	0.161
78	78	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00319_CV0003_81	COV00319_CV0003	Analyte		bb	66.400		0.72	252061.500	763818.188	3.300
79	79	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00320_CV0034_82	COV00320_CV0034	Analyte		bd	1.877		0.72	11817.871	950181.563	0.124
82	82	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00323_CV0099_85	COV00323_CV0099	Analyte		bd	6.114		0.72	20698.168	621788.313	0.333
83	83	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00324_CV0039_86	COV00324_CV0039	Analyte		bd	2.529		0.72	13104.284	837552.500	0.156
84	84	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00325_CV0097_87	COV00325_CV0097	Analyte		bb	3.406		0.72	12140.860	608309.750	0.200
85	85	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00326_CV0098_88	COV00326_CV0098	Analyte		bd	8.913		0.72	41497.328	881723.688	0.471
86	86	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00327_CV0050_89	COV00327_CV0050	Analyte		bb	2.268		0.72	7461.561	519563.938	0.144
87	87	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00328_CV0075_90	COV00328_CV0075	Analyte		bb	2.690		0.72	12174.090	740767.438	0.164
88	88	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00329_CV0079_91	COV00329_CV0079	Analyte		bd	1.951		0.72	8484.321	662878.438	0.128
89	89	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00330_CV0103_92	COV00330_CV0103	Analyte		bb	8.759		0.73	32052.156	692208.813	0.463
90	90	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00331_CV0104_93	COV00331_CV0104	Analyte		bb	13.960		0.72	43931.023	610973.813	0.719
91	91	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00332_CV0059_94	COV00332_CV0059	Analyte		bb	4.830		0.72	18261.508	677161.438	0.270
94	94	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00335_CV0101_97	COV00335_CV0101	Analyte		bb	2.540		0.72	12124.939	772490.313	0.157
95	95	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00336_CV0056_98	COV00336_CV0056	Analyte		bd	21.424		0.73	52261.762	481042.813	1.086
96	96	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00337_CV0068_99	COV00337_CV0068	Analyte		bb	1.434		0.72	7779.256	758421.125	0.103
97	97	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00338_CV0071_100	COV00338_CV0071	Analyte		bb	2.619		0.72	11689.744	726764.188	0.161
98	98	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00339_CV0088_101	COV00339_CV0088	Analyte		bb	5.866		0.72	25409.514	792314.938	0.321
99	99	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00340_CV0106_102	COV00340_CV0106	Analyte		bd	2.245		0.72	10070.876	706971.625	0.142
100	100	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00341_CV0107_103	COV00341_CV0107	Analyte		bb	2.776		0.73	10853.234	643678.688	0.169
101	101	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00342_CV0108_104	COV00342_CV0108	Analyte		dd	2.145		0.73	8353.237	607333.063	0.138
102	102	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00343_CV0109_105	COV00343_CV0109	Analyte		bd	0.742		0.72	5906.745	862695.813	0.068
103	103	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00344_CV0115_106	COV00344_CV0115	Analyte		bb	5.170		0.72	16350.796	570896.250	0.286
104	104	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_PLASMA LTR_107	PLASMA LTR	Analyte		bb	4.123		0.73	8972.035	381972.875	0.235

Compound 9:  xanthurenic acid

	#	Name	Sample Text	Type	%Dev	Primary Flags	Conc.	Std. Conc	RT	Area	IS Area	Response
1	1	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 8_4	Cal 8	Standard	8.2	MM	0.433	0.400	4.04	282.399	117191.992	0.024
2	2	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 7_5	Cal 7	Standard	9.3	dd	0.875	0.800	4.02	752.774	124672.250	0.060
3	3	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 6_6	Cal 6	Standard	7.1	bd	1.714	1.600	4.01	1687.976	130517.516	0.129
4	4	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 5_7	Cal 5	Standard	-6.0	db	3.758	4.000	4.02	3574.729	120299.008	0.297
5	5	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 4_8	Cal 4	Standard	-2.8	bd	5.831	6.000	4.02	5665.082	121204.617	0.467
6	6	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 3_9	Cal 3	Standard	-1.2	bd	9.881	10.000	4.02	9846.365	123085.016	0.800
7	7	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 2_10	Cal 2	Standard	-0.4	bd	19.930	20.000	4.02	19538.557	120225.852	1.625
8	8	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 1_11	Cal 1	Standard	2.7	bd	41.092	40.000	4.02	43452.898	129211.461	3.363
107	107	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 8_110	Cal 8	Standard	-8.0	MM	0.368	0.400	4.00	267.858	142574.219	0.019
108	108	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 7_111	Cal 7	Standard	-11.0	MM	0.712	0.800	4.02	684.482	145601.766	0.047
109	109	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 6_112	Cal 6	Standard	-1.5	bd	1.576	1.600	4.02	1709.413	144879.313	0.118
110	110	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 5_113	Cal 5	Standard	-1.5	bb	3.939	4.000	4.03	4310.231	138149.156	0.312
111	111	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 4_114	Cal 4	Standard	1.7	bd	6.100	6.000	4.02	6791.339	138742.609	0.489
112	112	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 3_115	Cal 3	Standard	-1.7	bd	9.834	10.000	4.03	11725.950	147286.922	0.796
113	113	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 2_116	Cal 2	Standard	4.5	bd	20.907	20.000	4.03	22230.686	130358.359	1.705
114	114	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Cal 1_117	Cal 1	Standard	0.4	bd	40.166	40.000	4.03	46229.734	140648.672	3.287
32	32	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 5_35	QC 5	QC	5.3	MM	1.684	1.600	4.02	1756.765	138460.156	0.127
44	44	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 2_47	QC 2	QC	-0.7	bb	31.776	32.000	4.02	36974.785	142325.031	2.598
56	56	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 6_59	QC 6	QC	-8.2	MM	0.734	0.800	4.04	717.657	146921.922	0.049
68	68	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 4_71	QC 4	QC	-8.5	bb	3.659	4.000	4.02	3409.473	117955.641	0.289
80	80	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 1_83	QC 1	QC	3717.3	bd	1526.928	40.000	4.03	31054.674	2476.920	125.376
92	92	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_QC 3_95	QC 3	QC	5.4	bd	16.872	16.000	4.02	14185.232	103237.484	1.374
9	9	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_12	Double Blank	Blank		dd			4.04	25.761		
21	21	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_24	Double Blank	Blank		bb			4.03	49.077		
33	33	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_36	Double Blank	Blank		bb	438.975		4.04	23.355	6.481	36.036
45	45	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_48	Double Blank	Blank							174.514	
57	57	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_60	Double Blank	Blank								
69	69	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_72	Double Blank	Blank		bb	212.481		3.92	22.131	12.692	17.437
81	81	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_84	Double Blank	Blank		bb	358.411		4.10	55.278	18.789	29.420
93	93	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_96	Double Blank	Blank								
105	105	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_108	Double Blank	Blank		bb			3.95	41.876		
106	106	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_Double Blank_109	Double Blank	Blank								
10	10	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00251_CV0013_13	COV00251_CV0013	Analyte		bb	1.344		4.02	1875.499	189603.813	0.099
11	11	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00252_CV0024_14	COV00252_CV0024	Analyte		bb	1.227		4.01	1780.161	199374.297	0.089
12	12	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00253_CV0026_15	COV00253_CV0026	Analyte		bd	0.636		4.01	820.790	201194.625	0.041
13	13	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00254_CV0001_16	COV00254_CV0001	Analyte		bb	1.702		4.02	2609.614	203365.656	0.128
14	14	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00255_CV0023_17	COV00255_CV0023	Analyte		bb	0.954		4.01	1367.394	204427.359	0.067
15	15	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00256_CV0025_18	COV00256_CV0025	Analyte		bb	1.666		4.02	2371.368	189126.844	0.125
16	16	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00257_CV0010_19	COV00257_CV0010	Analyte		bd	2.113		4.02	2997.716	184962.891	0.162
17	17	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00258_CV0034_20	COV00258_CV0034	Analyte		bb	1.767		4.02	2478.594	185446.375	0.134
18	18	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00259_CV0038_21	COV00259_CV0038	Analyte		bb	5.964		4.02	10396.274	217349.469	0.478
19	19	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00260_CV0040_22	COV00260_CV0040	Analyte		bd	3.802		4.02	5733.376	190632.656	0.301
20	20	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_PLASMA LTR_23	PLASMA LTR	Analyte		bb	3.526		4.02	5728.502	205961.781	0.278
22	22	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00263_CV0045_25	COV00263_CV0045	Analyte		bd	4.326		4.02	6765.101	196764.813	0.344
23	23	covid_cambridge_MS_TRYPTOPHAN_PAT01_PLASMA1B_250820_COV00264_CV0003_26	COV00264_CV0003	Analyte		bb	11.266		4.02	18112.535	198240.844	0.914
